Fe,Co,Mn,Al,Ni,B,Hf,Si,Cu,P,Mo,Cr,La,Ti,Sn,V,Ga,Nb,Zr,C,Gd,Y,Ta,DO3,BCC,FCC,HCP,Orthorhombic,hexagonal,Tetragonal,Primitive Cubic,Ms,Hc,Ms_div30,Hc_log
18.18181818181818,18.18181818181818,0.0,18.18181818181818,27.27272727272727,0.0,0.0,0.0,18.18181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,63.58,1090.211360179483,2.119333333333333,6.995043697756674
16.66666666666666,16.66666666666666,0.0,16.66666666666666,33.33333333333333,0.0,0.0,0.0,16.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,57.43,884.9014835909381,1.9143333333333332,6.78660575208747
14.28571428571428,14.28571428571428,0.0,14.28571428571428,42.85714285714285,0.0,0.0,0.0,14.28571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,54.68,1974.3170690549616,1.8226666666666667,7.588484205743499
31.25,31.25,0.0,3.125,31.25,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,143.37,86.07,4.779,4.466712392840524
27.77777777777778,27.77777777777778,0.0,8.333333333333334,27.77777777777778,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,113.84,131.9,3.7946666666666666,4.8895969657192
25.0,25.0,0.0,12.5,25.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,107.07,78.85,3.569,4.380149874661021
22.72727272727273,22.72727272727273,0.0,15.90909090909091,22.72727272727273,0.0,0.0,15.90909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,78.27,380.7,2.609,5.944634959751184
20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,59.039,149.1,1.9679666666666666,5.011301738639416
20.0,20.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1.0817,132.62,0.03605666666666667,4.894999950497331
20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,6.1448,37.915,0.20482666666666666,3.6613797804113513
10.0,35.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,99.0,302.3943918746011,3.3,5.71503358248058
25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,81.0,3827.676381360083,2.7,8.250274430109718
21.73913043478261,21.73913043478261,21.73913043478261,0.0,21.73913043478261,0.0,0.0,0.0,0.0,0.0,0.0,13.04347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,54.5,4925.845488694161,1.8166666666666667,8.50245420193332
20.83333333333334,20.83333333333334,20.83333333333334,0.0,20.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,16.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,23.5,7480.282325319081,0.7833333333333333,8.920159490141604
20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,59.4,8514.789455416401,1.98,9.049677302294919
20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,68.55844248601787,1582.0,2.2852814162005957,7.367077059881012
19.04761904761905,19.04761904761905,0.0,19.04761904761905,23.80952380952381,0.0,0.0,0.0,19.04761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,64.35355910683042,705.3,2.145118636894347,6.560040076414876
18.18181818181818,18.18181818181818,0.0,18.18181818181818,27.27272727272727,0.0,0.0,0.0,18.18181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,51.67284766636584,424.7,1.722428255545528,6.053734872834107
17.39130434782609,17.39130434782609,0.0,17.39130434782609,30.43478260869566,0.0,0.0,0.0,17.39130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,44.90406506544469,306.3,1.4968021688481563,5.727824469136439
43.95604395604396,21.97802197802198,6.593406593406594,5.494505494505495,21.97802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,90.0,91.51409227783982,3.0,4.527360981864076
41.66666666666667,20.83333333333334,6.25,10.41666666666667,20.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,63.0,119.36620731892152,2.1,4.790538823370869
39.6039603960396,19.8019801980198,5.940594059405941,14.85148514851485,19.8019801980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,111.0,4128.479223803765,3.7,8.325906582073026
37.73584905660378,18.86792452830189,5.660377358490567,18.86792452830189,18.86792452830189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,148.0,1209.5775674984045,4.933333333333334,7.09885285321685
25.91659205063317,23.6370605079296,0.0,0.0,20.24233983510413,0.0,0.0,0.0,0.0,0.0,0.0,30.20400760633309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,76.53,8912.67681314614,2.551,9.095342096751649
24.92639227584175,26.3161849613078,0.0,0.0,18.40899377084365,0.0,0.0,0.0,4.555514303945793,0.0,0.0,25.79291468806101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,68.93,10265.493829427249,2.2976666666666667,9.236640845355803
22.09053643410862,21.3964132415764,0.0,0.0,23.89123494467086,0.0,0.0,0.0,9.192886417295052,0.0,0.0,23.42892896234908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,58.56,11061.268544886729,1.9520000000000002,9.311295366601192
20.64780223679096,21.66535807488875,0.0,0.0,20.79751727254743,0.0,0.0,0.0,13.71056487022323,0.0,0.0,23.17875754554962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,56.43,11337.402371151164,1.881,9.335950682978403
21.48330743900113,17.01328826669031,0.0,0.0,17.19999644538342,0.0,0.0,0.0,18.51914713914732,0.0,0.0,25.78426070977782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,46.88,13209.860276627312,1.5626666666666666,9.488794518532009
28.5,38.0,3.0,2.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,143.71904761336776,440.6,4.7906349204455925,6.090404494962885
36.04000000000001,18.02,5.410000000000001,18.02,18.02,0.0,0.0,0.0,4.490000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,130.0,14483.099821362475,4.333333333333333,9.580806762698463
17.23482955113466,34.46965910226933,5.168449465160452,17.24482655203439,17.23482955113466,0.0,0.0,0.0,8.647405778266522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,122.0,12573.240504259731,4.066666666666666,9.439405595868383
33.06,16.53,4.96,16.53,16.53,0.0,0.0,0.0,12.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,112.0,8196.47956923261,3.7333333333333334,9.011582016398846
30.83495145631068,15.40776699029126,4.621359223300971,15.40776699029126,15.40776699029126,0.0,0.0,0.0,18.32038834951456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,74.0,3183.098861837907,2.466666666666667,8.065924596054453
25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,37.79,2260.0001919049137,1.2596666666666667,7.723562557154089
12.5,12.5,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,78.48,2180.422720358966,2.616,7.687732566934565
0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,115.92,2220.21145613194,3.864,7.705808026986035
20.0,35.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,86.8,7846.33869443044,2.893333333333333,8.967929733478465
35.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,76.4,7050.563978970964,2.546666666666667,8.86100471219203
20.0,20.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,38.8,1424.4367406724632,1.2933333333333332,7.262233530428345
19.9,19.9,0.0,19.6,20.2,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,59.27,11.14,1.9756666666666667,2.4965057856313524
19.3,18.6,0.0,19.0,19.1,0.0,0.0,4.9,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,48.53,15.915,1.6176666666666668,2.8282008022326717
18.3,18.3,0.0,17.5,18.0,0.0,0.0,9.4,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,46.57,18.3,1.5523333333333333,2.9601050959108397
17.1,16.5,0.0,17.6,17.9,0.0,0.0,13.7,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,40.67,8.75,1.3556666666666668,2.277267285009756
25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,91.08,1392.6057520540842,3.036,7.239649733568254
25.0,25.0,0.0,0.0,25.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,95.51,2287.852306945996,3.183666666666667,7.7358057949114984
25.0,25.0,0.0,0.0,25.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,94.86,1870.0705813297704,3.162,7.5342660494159945
25.0,25.0,0.0,0.0,25.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,87.97,2586.2678252432997,2.9323333333333332,7.858357704173133
25.0,25.0,0.0,0.0,25.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,95.0,3879.401737864949,3.1666666666666665,8.263693967944194
25.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,74.79,4874.120132189295,2.4930000000000003,8.491900025628695
30.0,30.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,136.7,334.2253804929802,4.556666666666667,5.814803083202664
33.33333333333333,22.22222222222222,0.0,7.777777777777778,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,125.7,517.2535650486599,4.19,6.2504646303055615
30.0,30.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,121.1,644.5775195221761,4.036666666666666,6.470145295287167
30.0,30.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,117.9,899.2254284692087,3.93,6.802645208037314
30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,115.2,1424.4367406724632,3.8400000000000003,7.262233530428345
28.02690582959641,22.42152466367713,4.708520179372197,22.42152466367713,22.42152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,80.7,2387.32414637843,2.69,7.778347204990155
26.82403433476395,21.45922746781116,4.506437768240342,21.45922746781116,21.45922746781116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291845493562231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,117.2,3899.296105751436,3.9066666666666667,8.268807753787264
25.20161290322581,20.16129032258065,4.233870967741935,20.16129032258065,20.16129032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,77.4,2069.0142601946395,2.58,7.635310775218604
30.0,50.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,168.06,887.93,5.602,6.790018492256255
28.5,47.5,0.0,1.666666666666667,19.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,153.45,1158.37,5.114999999999999,7.055632033118036
27.0,45.0,0.0,3.333333333333333,18.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,130.97,1194.29,4.365666666666667,7.086144112748379
25.5,42.5,0.0,5.0,17.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,117.1,921.25,3.9033333333333333,6.826816336476785
22.5,37.5,0.0,8.333333333333334,15.0,0.0,0.0,16.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,116.48,990.48,3.8826666666666667,6.899198776299016
68.0,17.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,122.55,96.28874057059669,4.085,4.57768326379713
68.0,17.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,123.66,160.7464925228143,4.122,5.086030248588334
68.0,17.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,122.64,191.7817064257339,4.088,5.2615584939907505
64.0,16.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,153.75,156.76761894551692,5.125,5.061123184221124
64.0,16.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,170.65,243.5070629305999,5.6883333333333335,5.499244195739416
64.0,16.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,151.83,287.2746722808711,5.061000000000001,5.663913748828405
60.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,140.87,177.4577615474633,4.695666666666667,5.184351943232201
60.0,15.0,15.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,154.5,338.2042540702776,5.15,5.8266024453198755
60.0,15.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,142.31,404.25355545341415,4.743666666666667,6.004512934058888
77.5,0.0,0.0,0.0,0.0,7.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,171.79,26.6,5.726333333333333,3.3178157727231046
77.5,0.0,0.0,0.0,0.0,7.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,170.31,1.64,5.6770000000000005,0.9707789171582248
77.5,0.0,0.0,0.0,0.0,7.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,166.23,6.73,5.5409999999999995,2.0451088625993306
77.5,0.0,0.0,0.0,0.0,7.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,166.15,13.02,5.538333333333333,2.640484881606444
88.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,161.915111583659,12.7451278427989,5.397170386121967,2.6206844226142527
79.2,0.0,0.0,0.0,8.8,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,136.300854989093,8.73760637574505,4.543361832969767,2.275995335475584
70.4,0.0,0.0,0.0,17.6,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,123.58637479131,7.17072596100534,4.119545826377,2.1005577618405677
61.6,0.0,0.0,0.0,26.4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,116.092047448264,35.0212494526561,3.8697349149421334,3.5841090268934583
52.4,0.0,0.0,0.0,35.2,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,101.778838919401,41.6444824094253,3.392627963980033,3.752897896504904
44.0,0.0,0.0,0.0,44.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,96.7782293391247,52.8434199800865,3.2259409779708235,3.986080204494543
